Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
02 Aragón;Total;Mujeres;2009T3;52,06
02 Aragón;Total;Mujeres;2009T2;51,13
02 Aragón;Total;Mujeres;2009T1;50,8
02 Aragón;Total;Mujeres;2008T4;51,61
02 Aragón;Total;Mujeres;2008T3;51,45
02 Aragón;Total;Mujeres;2008T2;50,47
02 Aragón;Total;Mujeres;2008T1;50,64
02 Aragón;Total;Mujeres;2007T4;50,78
02 Aragón;Total;Mujeres;2007T3;51,06
02 Aragón;Total;Mujeres;2007T2;50,72
02 Aragón;Total;Mujeres;2007T1;49,1
02 Aragón;Total;Mujeres;2006T4;48,64
02 Aragón;Total;Mujeres;2006T3;47,75
02 Aragón;Total;Mujeres;2006T2;46,18
02 Aragón;Total;Mujeres;2006T1;45,76
02 Aragón;Total;Mujeres;2005T4;46,07
02 Aragón;Total;Mujeres;2005T3;46,34
02 Aragón;Total;Mujeres;2005T2;46,74
02 Aragón;Total;Mujeres;2005T1;45,75
02 Aragón;Total;Mujeres;2004T4;43,51
02 Aragón;Total;Mujeres;2004T3;43,64
02 Aragón;Total;Mujeres;2004T2;43,03
02 Aragón;Total;Mujeres;2004T1;43,26
02 Aragón;Total;Mujeres;2003T4;42,41
02 Aragón;Total;Mujeres;2003T3;41,11
02 Aragón;Total;Mujeres;2003T2;41,42
02 Aragón;Total;Mujeres;2003T1;40,66
02 Aragón;Total;Mujeres;2002T4;39,54
02 Aragón;Total;Mujeres;2002T3;38,86
02 Aragón;Total;Mujeres;2002T2;38,14
02 Aragón;Total;Mujeres;2002T1;37,4
02 Aragón;De 16 a 64 años;Ambos sexos;2023T2;77,86
02 Aragón;De 16 a 64 años;Ambos sexos;2023T1;77,63
02 Aragón;De 16 a 64 años;Ambos sexos;2022T4;77,24
02 Aragón;De 16 a 64 años;Ambos sexos;2022T3;77,63
02 Aragón;De 16 a 64 años;Ambos sexos;2022T2;77,94
02 Aragón;De 16 a 64 años;Ambos sexos;2022T1;78,16
02 Aragón;De 16 a 64 años;Ambos sexos;2021T4;77,76
02 Aragón;De 16 a 64 años;Ambos sexos;2021T3;77,56
02 Aragón;De 16 a 64 años;Ambos sexos;2021T2;76,87
02 Aragón;De 16 a 64 años;Ambos sexos;2021T1;76,23
02 Aragón;De 16 a 64 años;Ambos sexos;2020T4;76,77
02 Aragón;De 16 a 64 años;Ambos sexos;2020T3;76,06
02 Aragón;De 16 a 64 años;Ambos sexos;2020T2;75,35
02 Aragón;De 16 a 64 años;Ambos sexos;2020T1;77,11
02 Aragón;De 16 a 64 años;Ambos sexos;2019T4;77,92
02 Aragón;De 16 a 64 años;Ambos sexos;2019T3;78,45
02 Aragón;De 16 a 64 años;Ambos sexos;2019T2;77,69
02 Aragón;De 16 a 64 años;Ambos sexos;2019T1;76,97
02 Aragón;De 16 a 64 años;Ambos sexos;2018T4;77,7
02 Aragón;De 16 a 64 años;Ambos sexos;2018T3;77,36
02 Aragón;De 16 a 64 años;Ambos sexos;2018T2;77,27
02 Aragón;De 16 a 64 años;Ambos sexos;2018T1;76,51
02 Aragón;De 16 a 64 años;Ambos sexos;2017T4;76,85
02 Aragón;De 16 a 64 años;Ambos sexos;2017T3;76,53
02 Aragón;De 16 a 64 años;Ambos sexos;2017T2;77,13
02 Aragón;De 16 a 64 años;Ambos sexos;2017T1;77,13
02 Aragón;De 16 a 64 años;Ambos sexos;2016T4;77,47
02 Aragón;De 16 a 64 años;Ambos sexos;2016T3;77,7
02 Aragón;De 16 a 64 años;Ambos sexos;2016T2;77,61
02 Aragón;De 16 a 64 años;Ambos sexos;2016T1;77,33
02 Aragón;De 16 a 64 años;Ambos sexos;2015T4;76,55
02 Aragón;De 16 a 64 años;Ambos sexos;2015T3;76,88
02 Aragón;De 16 a 64 años;Ambos sexos;2015T2;77,12
02 Aragón;De 16 a 64 años;Ambos sexos;2015T1;76,2
02 Aragón;De 16 a 64 años;Ambos sexos;2014T4;76,52
02 Aragón;De 16 a 64 años;Ambos sexos;2014T3;76,91
02 Aragón;De 16 a 64 años;Ambos sexos;2014T2;77,08
02 Aragón;De 16 a 64 años;Ambos sexos;2014T1;76,58
02 Aragón;De 16 a 64 años;Ambos sexos;2013T4;76,26
02 Aragón;De 16 a 64 años;Ambos sexos;2013T3;76,71
02 Aragón;De 16 a 64 años;Ambos sexos;2013T2;76,28
02 Aragón;De 16 a 64 años;Ambos sexos;2013T1;76,67
02 Aragón;De 16 a 64 años;Ambos sexos;2012T4;77,85
02 Aragón;De 16 a 64 años;Ambos sexos;2012T3;77,85
02 Aragón;De 16 a 64 años;Ambos sexos;2012T2;77,4
02 Aragón;De 16 a 64 años;Ambos sexos;2012T1;76,43
02 Aragón;De 16 a 64 años;Ambos sexos;2011T4;76,22
02 Aragón;De 16 a 64 años;Ambos sexos;2011T3;76,15
02 Aragón;De 16 a 64 años;Ambos sexos;2011T2;76,3
02 Aragón;De 16 a 64 años;Ambos sexos;2011T1;75,04
02 Aragón;De 16 a 64 años;Ambos sexos;2010T4;75,14
02 Aragón;De 16 a 64 años;Ambos sexos;2010T3;74,8
02 Aragón;De 16 a 64 años;Ambos sexos;2010T2;75,25
02 Aragón;De 16 a 64 años;Ambos sexos;2010T1;76,19
02 Aragón;De 16 a 64 años;Ambos sexos;2009T4;75,89
02 Aragón;De 16 a 64 años;Ambos sexos;2009T3;76,09
02 Aragón;De 16 a 64 años;Ambos sexos;2009T2;75,84
02 Aragón;De 16 a 64 años;Ambos sexos;2009T1;76,24
02 Aragón;De 16 a 64 años;Ambos sexos;2008T4;76,69
02 Aragón;De 16 a 64 años;Ambos sexos;2008T3;76,33
02 Aragón;De 16 a 64 años;Ambos sexos;2008T2;76,6
02 Aragón;De 16 a 64 años;Ambos sexos;2008T1;76,04
02 Aragón;De 16 a 64 años;Ambos sexos;2007T4;76,21
02 Aragón;De 16 a 64 años;Ambos sexos;2007T3;76,86
02 Aragón;De 16 a 64 años;Ambos sexos;2007T2;76,7
02 Aragón;De 16 a 64 años;Ambos sexos;2007T1;74,7
02 Aragón;De 16 a 64 años;Ambos sexos;2006T4;74,07
02 Aragón;De 16 a 64 años;Ambos sexos;2006T3;73,76
02 Aragón;De 16 a 64 años;Ambos sexos;2006T2;73,54
02 Aragón;De 16 a 64 años;Ambos sexos;2006T1;72,51
02 Aragón;De 16 a 64 años;Ambos sexos;2005T4;73,35
02 Aragón;De 16 a 64 años;Ambos sexos;2005T3;74,32
02 Aragón;De 16 a 64 años;Ambos sexos;2005T2;74,34
02 Aragón;De 16 a 64 años;Ambos sexos;2005T1;73,05
02 Aragón;De 16 a 64 años;Ambos sexos;2004T4;71,05
02 Aragón;De 16 a 64 años;Ambos sexos;2004T3;71,36
02 Aragón;De 16 a 64 años;Ambos sexos;2004T2;70,53
02 Aragón;De 16 a 64 años;Ambos sexos;2004T1;70,89
02 Aragón;De 16 a 64 años;Ambos sexos;2003T4;69,87
02 Aragón;De 16 a 64 años;Ambos sexos;2003T3;69,75
02 Aragón;De 16 a 64 años;Ambos sexos;2003T2;69,76
02 Aragón;De 16 a 64 años;Ambos sexos;2003T1;69,01
02 Aragón;De 16 a 64 años;Ambos sexos;2002T4;68,63
02 Aragón;De 16 a 64 años;Ambos sexos;2002T3;67,55
02 Aragón;De 16 a 64 años;Ambos sexos;2002T2;66,71
02 Aragón;De 16 a 64 años;Ambos sexos;2002T1;66,21
02 Aragón;De 16 a 64 años;Hombres;2023T2;81,47
02 Aragón;De 16 a 64 años;Hombres;2023T1;80,11
02 Aragón;De 16 a 64 años;Hombres;2022T4;81,81
02 Aragón;De 16 a 64 años;Hombres;2022T3;82
02 Aragón;De 16 a 64 años;Hombres;2022T2;80,91
02 Aragón;De 16 a 64 años;Hombres;2022T1;81,9
02 Aragón;De 16 a 64 años;Hombres;2021T4;80,69
02 Aragón;De 16 a 64 años;Hombres;2021T3;81,67
02 Aragón;De 16 a 64 años;Hombres;2021T2;80,47
02 Aragón;De 16 a 64 años;Hombres;2021T1;81,05
02 Aragón;De 16 a 64 años;Hombres;2020T4;80,96
02 Aragón;De 16 a 64 años;Hombres;2020T3;80,6
02 Aragón;De 16 a 64 años;Hombres;2020T2;80,15
02 Aragón;De 16 a 64 años;Hombres;2020T1;81,4
02 Aragón;De 16 a 64 años;Hombres;2019T4;83,01
02 Aragón;De 16 a 64 años;Hombres;2019T3;84,16
02 Aragón;De 16 a 64 años;Hombres;2019T2;82,94
02 Aragón;De 16 a 64 años;Hombres;2019T1;82,96
02 Aragón;De 16 a 64 años;Hombres;2018T4;82,85
02 Aragón;De 16 a 64 años;Hombres;2018T3;82,17
02 Aragón;De 16 a 64 años;Hombres;2018T2;82,14
02 Aragón;De 16 a 64 años;Hombres;2018T1;81,91
02 Aragón;De 16 a 64 años;Hombres;2017T4;81,92
02 Aragón;De 16 a 64 años;Hombres;2017T3;82,18
02 Aragón;De 16 a 64 años;Hombres;2017T2;82,29
02 Aragón;De 16 a 64 años;Hombres;2017T1;82,14
02 Aragón;De 16 a 64 años;Hombres;2016T4;82,8
02 Aragón;De 16 a 64 años;Hombres;2016T3;83,08
02 Aragón;De 16 a 64 años;Hombres;2016T2;81,71
02 Aragón;De 16 a 64 años;Hombres;2016T1;82
02 Aragón;De 16 a 64 años;Hombres;2015T4;81,87
02 Aragón;De 16 a 64 años;Hombres;2015T3;82,29
02 Aragón;De 16 a 64 años;Hombres;2015T2;82,58
02 Aragón;De 16 a 64 años;Hombres;2015T1;81,72
02 Aragón;De 16 a 64 años;Hombres;2014T4;82,26
02 Aragón;De 16 a 64 años;Hombres;2014T3;81,87
02 Aragón;De 16 a 64 años;Hombres;2014T2;82,32
02 Aragón;De 16 a 64 años;Hombres;2014T1;81,54
02 Aragón;De 16 a 64 años;Hombres;2013T4;81,45
02 Aragón;De 16 a 64 años;Hombres;2013T3;82,1
02 Aragón;De 16 a 64 años;Hombres;2013T2;81,37
02 Aragón;De 16 a 64 años;Hombres;2013T1;82,48
02 Aragón;De 16 a 64 años;Hombres;2012T4;83,47
02 Aragón;De 16 a 64 años;Hombres;2012T3;83,7
02 Aragón;De 16 a 64 años;Hombres;2012T2;83,83
02 Aragón;De 16 a 64 años;Hombres;2012T1;82,32
02 Aragón;De 16 a 64 años;Hombres;2011T4;82,48
02 Aragón;De 16 a 64 años;Hombres;2011T3;82,98
02 Aragón;De 16 a 64 años;Hombres;2011T2;83,19
02 Aragón;De 16 a 64 años;Hombres;2011T1;81,61
02 Aragón;De 16 a 64 años;Hombres;2010T4;81,83
02 Aragón;De 16 a 64 años;Hombres;2010T3;82,11
02 Aragón;De 16 a 64 años;Hombres;2010T2;82,58
02 Aragón;De 16 a 64 años;Hombres;2010T1;82,89
02 Aragón;De 16 a 64 años;Hombres;2009T4;83,15
02 Aragón;De 16 a 64 años;Hombres;2009T3;82,67
02 Aragón;De 16 a 64 años;Hombres;2009T2;83,35
02 Aragón;De 16 a 64 años;Hombres;2009T1;84,63
02 Aragón;De 16 a 64 años;Hombres;2008T4;84,64
02 Aragón;De 16 a 64 años;Hombres;2008T3;83,97
02 Aragón;De 16 a 64 años;Hombres;2008T2;85,59
02 Aragón;De 16 a 64 años;Hombres;2008T1;84,37
02 Aragón;De 16 a 64 años;Hombres;2007T4;84,47
02 Aragón;De 16 a 64 años;Hombres;2007T3;85,32
02 Aragón;De 16 a 64 años;Hombres;2007T2;85,4
02 Aragón;De 16 a 64 años;Hombres;2007T1;83,55
02 Aragón;De 16 a 64 años;Hombres;2006T4;82,97
02 Aragón;De 16 a 64 años;Hombres;2006T3;83,36
02 Aragón;De 16 a 64 años;Hombres;2006T2;84,75
02 Aragón;De 16 a 64 años;Hombres;2006T1;83,13
02 Aragón;De 16 a 64 años;Hombres;2005T4;84,41
02 Aragón;De 16 a 64 años;Hombres;2005T3;85,79
02 Aragón;De 16 a 64 años;Hombres;2005T2;85,51
02 Aragón;De 16 a 64 años;Hombres;2005T1;84,28
02 Aragón;De 16 a 64 años;Hombres;2004T4;83,04
02 Aragón;De 16 a 64 años;Hombres;2004T3;83,43
02 Aragón;De 16 a 64 años;Hombres;2004T2;82,47
02 Aragón;De 16 a 64 años;Hombres;2004T1;82,74
02 Aragón;De 16 a 64 años;Hombres;2003T4;81,78
02 Aragón;De 16 a 64 años;Hombres;2003T3;83,24
02 Aragón;De 16 a 64 años;Hombres;2003T2;82,79
02 Aragón;De 16 a 64 años;Hombres;2003T1;82,28
02 Aragón;De 16 a 64 años;Hombres;2002T4;82,95
02 Aragón;De 16 a 64 años;Hombres;2002T3;81,87
02 Aragón;De 16 a 64 años;Hombres;2002T2;81,21
02 Aragón;De 16 a 64 años;Hombres;2002T1;80,98
02 Aragón;De 16 a 64 años;Mujeres;2023T2;74,21
02 Aragón;De 16 a 64 años;Mujeres;2023T1;75,12
02 Aragón;De 16 a 64 años;Mujeres;2022T4;72,62
02 Aragón;De 16 a 64 años;Mujeres;2022T3;73,19
02 Aragón;De 16 a 64 años;Mujeres;2022T2;74,92
02 Aragón;De 16 a 64 años;Mujeres;2022T1;74,36
02 Aragón;De 16 a 64 años;Mujeres;2021T4;74,76
02 Aragón;De 16 a 64 años;Mujeres;2021T3;73,39
02 Aragón;De 16 a 64 años;Mujeres;2021T2;73,2
02 Aragón;De 16 a 64 años;Mujeres;2021T1;71,27
02 Aragón;De 16 a 64 años;Mujeres;2020T4;72,48
02 Aragón;De 16 a 64 años;Mujeres;2020T3;71,4
02 Aragón;De 16 a 64 años;Mujeres;2020T2;70,42
02 Aragón;De 16 a 64 años;Mujeres;2020T1;72,71
02 Aragón;De 16 a 64 años;Mujeres;2019T4;72,71
02 Aragón;De 16 a 64 años;Mujeres;2019T3;72,6
02 Aragón;De 16 a 64 años;Mujeres;2019T2;72,3
02 Aragón;De 16 a 64 años;Mujeres;2019T1;70,83
02 Aragón;De 16 a 64 años;Mujeres;2018T4;72,41
02 Aragón;De 16 a 64 años;Mujeres;2018T3;72,43
02 Aragón;De 16 a 64 años;Mujeres;2018T2;72,26
02 Aragón;De 16 a 64 años;Mujeres;2018T1;70,96
02 Aragón;De 16 a 64 años;Mujeres;2017T4;71,64
02 Aragón;De 16 a 64 años;Mujeres;2017T3;70,73
02 Aragón;De 16 a 64 años;Mujeres;2017T2;71,82
02 Aragón;De 16 a 64 años;Mujeres;2017T1;71,97
02 Aragón;De 16 a 64 años;Mujeres;2016T4;71,98
02 Aragón;De 16 a 64 años;Mujeres;2016T3;72,15
02 Aragón;De 16 a 64 años;Mujeres;2016T2;73,39
02 Aragón;De 16 a 64 años;Mujeres;2016T1;72,5
02 Aragón;De 16 a 64 años;Mujeres;2015T4;71,05
02 Aragón;De 16 a 64 años;Mujeres;2015T3;71,28
02 Aragón;De 16 a 64 años;Mujeres;2015T2;71,45
02 Aragón;De 16 a 64 años;Mujeres;2015T1;70,47
02 Aragón;De 16 a 64 años;Mujeres;2014T4;70,55
02 Aragón;De 16 a 64 años;Mujeres;2014T3;71,76
02 Aragón;De 16 a 64 años;Mujeres;2014T2;71,65
02 Aragón;De 16 a 64 años;Mujeres;2014T1;71,43
02 Aragón;De 16 a 64 años;Mujeres;2013T4;70,86
02 Aragón;De 16 a 64 años;Mujeres;2013T3;71,11
02 Aragón;De 16 a 64 años;Mujeres;2013T2;70,98
02 Aragón;De 16 a 64 años;Mujeres;2013T1;70,6
02 Aragón;De 16 a 64 años;Mujeres;2012T4;71,99
02 Aragón;De 16 a 64 años;Mujeres;2012T3;71,73
02 Aragón;De 16 a 64 años;Mujeres;2012T2;70,66
02 Aragón;De 16 a 64 años;Mujeres;2012T1;70,25
02 Aragón;De 16 a 64 años;Mujeres;2011T4;69,64
02 Aragón;De 16 a 64 años;Mujeres;2011T3;68,96
02 Aragón;De 16 a 64 años;Mujeres;2011T2;69,03
02 Aragón;De 16 a 64 años;Mujeres;2011T1;68,1
02 Aragón;De 16 a 64 años;Mujeres;2010T4;68,06
02 Aragón;De 16 a 64 años;Mujeres;2010T3;67,06
02 Aragón;De 16 a 64 años;Mujeres;2010T2;67,48
02 Aragón;De 16 a 64 años;Mujeres;2010T1;69,07
02 Aragón;De 16 a 64 años;Mujeres;2009T4;68,17
02 Aragón;De 16 a 64 años;Mujeres;2009T3;69,07
02 Aragón;De 16 a 64 años;Mujeres;2009T2;67,83
02 Aragón;De 16 a 64 años;Mujeres;2009T1;67,27
02 Aragón;De 16 a 64 años;Mujeres;2008T4;68,17
02 Aragón;De 16 a 64 años;Mujeres;2008T3;68,14
02 Aragón;De 16 a 64 años;Mujeres;2008T2;66,97
02 Aragón;De 16 a 64 años;Mujeres;2008T1;67,12
02 Aragón;De 16 a 64 años;Mujeres;2007T4;67,38
02 Aragón;De 16 a 64 años;Mujeres;2007T3;67,85
02 Aragón;De 16 a 64 años;Mujeres;2007T2;67,44
02 Aragón;De 16 a 64 años;Mujeres;2007T1;65,31
02 Aragón;De 16 a 64 años;Mujeres;2006T4;64,63
02 Aragón;De 16 a 64 años;Mujeres;2006T3;63,59
02 Aragón;De 16 a 64 años;Mujeres;2006T2;61,67
02 Aragón;De 16 a 64 años;Mujeres;2006T1;61,28
02 Aragón;De 16 a 64 años;Mujeres;2005T4;61,65
02 Aragón;De 16 a 64 años;Mujeres;2005T3;62,2
02 Aragón;De 16 a 64 años;Mujeres;2005T2;62,53
02 Aragón;De 16 a 64 años;Mujeres;2005T1;61,19
02 Aragón;De 16 a 64 años;Mujeres;2004T4;58,42
02 Aragón;De 16 a 64 años;Mujeres;2004T3;58,67
02 Aragón;De 16 a 64 años;Mujeres;2004T2;58
02 Aragón;De 16 a 64 años;Mujeres;2004T1;58,45
02 Aragón;De 16 a 64 años;Mujeres;2003T4;57,4
02 Aragón;De 16 a 64 años;Mujeres;2003T3;55,63
02 Aragón;De 16 a 64 años;Mujeres;2003T2;56,1
02 Aragón;De 16 a 64 años;Mujeres;2003T1;55,12
02 Aragón;De 16 a 64 años;Mujeres;2002T4;53,64
02 Aragón;De 16 a 64 años;Mujeres;2002T3;52,58
02 Aragón;De 16 a 64 años;Mujeres;2002T2;51,57
02 Aragón;De 16 a 64 años;Mujeres;2002T1;50,8
03 Asturias, Principado de;Total;Ambos sexos;2023T2;50,4
03 Asturias, Principado de;Total;Ambos sexos;2023T1;49,71
03 Asturias, Principado de;Total;Ambos sexos;2022T4;50,45
03 Asturias, Principado de;Total;Ambos sexos;2022T3;50,02
03 Asturias, Principado de;Total;Ambos sexos;2022T2;48,86
03 Asturias, Principado de;Total;Ambos sexos;2022T1;49,86
03 Asturias, Principado de;Total;Ambos sexos;2021T4;50,01
03 Asturias, Principado de;Total;Ambos sexos;2021T3;51,05
03 Asturias, Principado de;Total;Ambos sexos;2021T2;51,08
03 Asturias, Principado de;Total;Ambos sexos;2021T1;50,59
03 Asturias, Principado de;Total;Ambos sexos;2020T4;50,18
03 Asturias, Principado de;Total;Ambos sexos;2020T3;50,05
03 Asturias, Principado de;Total;Ambos sexos;2020T2;48,91
03 Asturias, Principado de;Total;Ambos sexos;2020T1;50,95
03 Asturias, Principado de;Total;Ambos sexos;2019T4;50,77
03 Asturias, Principado de;Total;Ambos sexos;2019T3;50,74
03 Asturias, Principado de;Total;Ambos sexos;2019T2;50,37
03 Asturias, Principado de;Total;Ambos sexos;2019T1;50,92
03 Asturias, Principado de;Total;Ambos sexos;2018T4;50,27
03 Asturias, Principado de;Total;Ambos sexos;2018T3;51,06
03 Asturias, Principado de;Total;Ambos sexos;2018T2;50,81
03 Asturias, Principado de;Total;Ambos sexos;2018T1;50,95
03 Asturias, Principado de;Total;Ambos sexos;2017T4;50,67
03 Asturias, Principado de;Total;Ambos sexos;2017T3;50,79
03 Asturias, Principado de;Total;Ambos sexos;2017T2;51,15
03 Asturias, Principado de;Total;Ambos sexos;2017T1;50,83
03 Asturias, Principado de;Total;Ambos sexos;2016T4;50,9
03 Asturias, Principado de;Total;Ambos sexos;2016T3;52,36
03 Asturias, Principado de;Total;Ambos sexos;2016T2;52,12
03 Asturias, Principado de;Total;Ambos sexos;2016T1;51,35
03 Asturias, Principado de;Total;Ambos sexos;2015T4;51,8
03 Asturias, Principado de;Total;Ambos sexos;2015T3;51,42
03 Asturias, Principado de;Total;Ambos sexos;2015T2;50,53
03 Asturias, Principado de;Total;Ambos sexos;2015T1;50,13
03 Asturias, Principado de;Total;Ambos sexos;2014T4;51,63
03 Asturias, Principado de;Total;Ambos sexos;2014T3;52,21
03 Asturias, Principado de;Total;Ambos sexos;2014T2;51,5
03 Asturias, Principado de;Total;Ambos sexos;2014T1;52,01
03 Asturias, Principado de;Total;Ambos sexos;2013T4;52,3
03 Asturias, Principado de;Total;Ambos sexos;2013T3;52,62
03 Asturias, Principado de;Total;Ambos sexos;2013T2;51,75
03 Asturias, Principado de;Total;Ambos sexos;2013T1;53,07
03 Asturias, Principado de;Total;Ambos sexos;2012T4;52,4
03 Asturias, Principado de;Total;Ambos sexos;2012T3;52,82
03 Asturias, Principado de;Total;Ambos sexos;2012T2;52,65
03 Asturias, Principado de;Total;Ambos sexos;2012T1;51,33
03 Asturias, Principado de;Total;Ambos sexos;2011T4;51,8
03 Asturias, Principado de;Total;Ambos sexos;2011T3;51,83
03 Asturias, Principado de;Total;Ambos sexos;2011T2;52,33
03 Asturias, Principado de;Total;Ambos sexos;2011T1;51,5
03 Asturias, Principado de;Total;Ambos sexos;2010T4;51,55
03 Asturias, Principado de;Total;Ambos sexos;2010T3;52,05
03 Asturias, Principado de;Total;Ambos sexos;2010T2;51,83
03 Asturias, Principado de;Total;Ambos sexos;2010T1;51,93
03 Asturias, Principado de;Total;Ambos sexos;2009T4;51,58
03 Asturias, Principado de;Total;Ambos sexos;2009T3;51,99
03 Asturias, Principado de;Total;Ambos sexos;2009T2;52,06
03 Asturias, Principado de;Total;Ambos sexos;2009T1;52,22
03 Asturias, Principado de;Total;Ambos sexos;2008T4;52,45
03 Asturias, Principado de;Total;Ambos sexos;2008T3;53,58
03 Asturias, Principado de;Total;Ambos sexos;2008T2;52,78
03 Asturias, Principado de;Total;Ambos sexos;2008T1;51,85
03 Asturias, Principado de;Total;Ambos sexos;2007T4;50,65
03 Asturias, Principado de;Total;Ambos sexos;2007T3;50,84
03 Asturias, Principado de;Total;Ambos sexos;2007T2;50,48
03 Asturias, Principado de;Total;Ambos sexos;2007T1;50,17
03 Asturias, Principado de;Total;Ambos sexos;2006T4;49,8
03 Asturias, Principado de;Total;Ambos sexos;2006T3;50,42
03 Asturias, Principado de;Total;Ambos sexos;2006T2;50,11
03 Asturias, Principado de;Total;Ambos sexos;2006T1;49,67
03 Asturias, Principado de;Total;Ambos sexos;2005T4;48,94
03 Asturias, Principado de;Total;Ambos sexos;2005T3;48,28
03 Asturias, Principado de;Total;Ambos sexos;2005T2;48,03
03 Asturias, Principado de;Total;Ambos sexos;2005T1;47,94
03 Asturias, Principado de;Total;Ambos sexos;2004T4;45,97
03 Asturias, Principado de;Total;Ambos sexos;2004T3;46,37
03 Asturias, Principado de;Total;Ambos sexos;2004T2;46,36
03 Asturias, Principado de;Total;Ambos sexos;2004T1;47,02
03 Asturias, Principado de;Total;Ambos sexos;2003T4;47,21
03 Asturias, Principado de;Total;Ambos sexos;2003T3;47,29
03 Asturias, Principado de;Total;Ambos sexos;2003T2;45,43
03 Asturias, Principado de;Total;Ambos sexos;2003T1;45,13
03 Asturias, Principado de;Total;Ambos sexos;2002T4;44,9
03 Asturias, Principado de;Total;Ambos sexos;2002T3;44,51
03 Asturias, Principado de;Total;Ambos sexos;2002T2;44,06
03 Asturias, Principado de;Total;Ambos sexos;2002T1;43,3
03 Asturias, Principado de;Total;Hombres;2023T2;53,88
03 Asturias, Principado de;Total;Hombres;2023T1;52,93
03 Asturias, Principado de;Total;Hombres;2022T4;54,76
03 Asturias, Principado de;Total;Hombres;2022T3;54,61
03 Asturias, Principado de;Total;Hombres;2022T2;54,14
03 Asturias, Principado de;Total;Hombres;2022T1;55,29
03 Asturias, Principado de;Total;Hombres;2021T4;55,42
03 Asturias, Principado de;Total;Hombres;2021T3;55,91
03 Asturias, Principado de;Total;Hombres;2021T2;55,3
03 Asturias, Principado de;Total;Hombres;2021T1;54,79
03 Asturias, Principado de;Total;Hombres;2020T4;54,71
03 Asturias, Principado de;Total;Hombres;2020T3;54,39
03 Asturias, Principado de;Total;Hombres;2020T2;53,02
03 Asturias, Principado de;Total;Hombres;2020T1;54,76
03 Asturias, Principado de;Total;Hombres;2019T4;54,98
03 Asturias, Principado de;Total;Hombres;2019T3;55,22
03 Asturias, Principado de;Total;Hombres;2019T2;54,22
03 Asturias, Principado de;Total;Hombres;2019T1;55,17
03 Asturias, Principado de;Total;Hombres;2018T4;54,16
03 Asturias, Principado de;Total;Hombres;2018T3;55,96
03 Asturias, Principado de;Total;Hombres;2018T2;55,04
03 Asturias, Principado de;Total;Hombres;2018T1;55
03 Asturias, Principado de;Total;Hombres;2017T4;54,9
03 Asturias, Principado de;Total;Hombres;2017T3;55,75
03 Asturias, Principado de;Total;Hombres;2017T2;55,94
03 Asturias, Principado de;Total;Hombres;2017T1;55,76
03 Asturias, Principado de;Total;Hombres;2016T4;55,65
03 Asturias, Principado de;Total;Hombres;2016T3;57,59
03 Asturias, Principado de;Total;Hombres;2016T2;56,88
03 Asturias, Principado de;Total;Hombres;2016T1;55,61
03 Asturias, Principado de;Total;Hombres;2015T4;55,8
03 Asturias, Principado de;Total;Hombres;2015T3;56,12
03 Asturias, Principado de;Total;Hombres;2015T2;55,17
03 Asturias, Principado de;Total;Hombres;2015T1;55,11
03 Asturias, Principado de;Total;Hombres;2014T4;56,94
03 Asturias, Principado de;Total;Hombres;2014T3;56,9
03 Asturias, Principado de;Total;Hombres;2014T2;56,49
03 Asturias, Principado de;Total;Hombres;2014T1;57,28
03 Asturias, Principado de;Total;Hombres;2013T4;58,22
03 Asturias, Principado de;Total;Hombres;2013T3;58,45
03 Asturias, Principado de;Total;Hombres;2013T2;57,51
03 Asturias, Principado de;Total;Hombres;2013T1;59,25
03 Asturias, Principado de;Total;Hombres;2012T4;58,67
03 Asturias, Principado de;Total;Hombres;2012T3;59
03 Asturias, Principado de;Total;Hombres;2012T2;59,36
03 Asturias, Principado de;Total;Hombres;2012T1;58,22
03 Asturias, Principado de;Total;Hombres;2011T4;58,41
03 Asturias, Principado de;Total;Hombres;2011T3;58,19
03 Asturias, Principado de;Total;Hombres;2011T2;58,48
03 Asturias, Principado de;Total;Hombres;2011T1;57,7
03 Asturias, Principado de;Total;Hombres;2010T4;57,95
03 Asturias, Principado de;Total;Hombres;2010T3;59,38
03 Asturias, Principado de;Total;Hombres;2010T2;58,95
03 Asturias, Principado de;Total;Hombres;2010T1;58,96
03 Asturias, Principado de;Total;Hombres;2009T4;58,82
03 Asturias, Principado de;Total;Hombres;2009T3;59,05
03 Asturias, Principado de;Total;Hombres;2009T2;59,16
03 Asturias, Principado de;Total;Hombres;2009T1;59,86
03 Asturias, Principado de;Total;Hombres;2008T4;59,92
03 Asturias, Principado de;Total;Hombres;2008T3;61,92
03 Asturias, Principado de;Total;Hombres;2008T2;61,36
03 Asturias, Principado de;Total;Hombres;2008T1;60,05
03 Asturias, Principado de;Total;Hombres;2007T4;59,48
03 Asturias, Principado de;Total;Hombres;2007T3;60,11
03 Asturias, Principado de;Total;Hombres;2007T2;59,13
03 Asturias, Principado de;Total;Hombres;2007T1;58,94
03 Asturias, Principado de;Total;Hombres;2006T4;58,93
03 Asturias, Principado de;Total;Hombres;2006T3;60,18
03 Asturias, Principado de;Total;Hombres;2006T2;60,84
03 Asturias, Principado de;Total;Hombres;2006T1;59,72
03 Asturias, Principado de;Total;Hombres;2005T4;59,81
03 Asturias, Principado de;Total;Hombres;2005T3;58,9
