Comunidades y Ciudades Autónomas;Edad;Sexo;Periodo;Total
03 Asturias, Principado de;Total;Hombres;2005T2;59,6
03 Asturias, Principado de;Total;Hombres;2005T1;59,08
03 Asturias, Principado de;Total;Hombres;2004T4;56,84
03 Asturias, Principado de;Total;Hombres;2004T3;57,87
03 Asturias, Principado de;Total;Hombres;2004T2;57,67
03 Asturias, Principado de;Total;Hombres;2004T1;57,66
03 Asturias, Principado de;Total;Hombres;2003T4;58,45
03 Asturias, Principado de;Total;Hombres;2003T3;58,61
03 Asturias, Principado de;Total;Hombres;2003T2;56,82
03 Asturias, Principado de;Total;Hombres;2003T1;56,46
03 Asturias, Principado de;Total;Hombres;2002T4;56,84
03 Asturias, Principado de;Total;Hombres;2002T3;57,04
03 Asturias, Principado de;Total;Hombres;2002T2;56,35
03 Asturias, Principado de;Total;Hombres;2002T1;55,79
03 Asturias, Principado de;Total;Mujeres;2023T2;47,27
03 Asturias, Principado de;Total;Mujeres;2023T1;46,81
03 Asturias, Principado de;Total;Mujeres;2022T4;46,56
03 Asturias, Principado de;Total;Mujeres;2022T3;45,89
03 Asturias, Principado de;Total;Mujeres;2022T2;44,12
03 Asturias, Principado de;Total;Mujeres;2022T1;44,98
03 Asturias, Principado de;Total;Mujeres;2021T4;45,14
03 Asturias, Principado de;Total;Mujeres;2021T3;46,66
03 Asturias, Principado de;Total;Mujeres;2021T2;47,29
03 Asturias, Principado de;Total;Mujeres;2021T1;46,81
03 Asturias, Principado de;Total;Mujeres;2020T4;46,09
03 Asturias, Principado de;Total;Mujeres;2020T3;46,12
03 Asturias, Principado de;Total;Mujeres;2020T2;45,2
03 Asturias, Principado de;Total;Mujeres;2020T1;47,52
03 Asturias, Principado de;Total;Mujeres;2019T4;46,98
03 Asturias, Principado de;Total;Mujeres;2019T3;46,69
03 Asturias, Principado de;Total;Mujeres;2019T2;46,89
03 Asturias, Principado de;Total;Mujeres;2019T1;47,08
03 Asturias, Principado de;Total;Mujeres;2018T4;46,77
03 Asturias, Principado de;Total;Mujeres;2018T3;46,64
03 Asturias, Principado de;Total;Mujeres;2018T2;46,99
03 Asturias, Principado de;Total;Mujeres;2018T1;47,29
03 Asturias, Principado de;Total;Mujeres;2017T4;46,85
03 Asturias, Principado de;Total;Mujeres;2017T3;46,31
03 Asturias, Principado de;Total;Mujeres;2017T2;46,84
03 Asturias, Principado de;Total;Mujeres;2017T1;46,37
03 Asturias, Principado de;Total;Mujeres;2016T4;46,62
03 Asturias, Principado de;Total;Mujeres;2016T3;47,63
03 Asturias, Principado de;Total;Mujeres;2016T2;47,82
03 Asturias, Principado de;Total;Mujeres;2016T1;47,5
03 Asturias, Principado de;Total;Mujeres;2015T4;48,18
03 Asturias, Principado de;Total;Mujeres;2015T3;47,17
03 Asturias, Principado de;Total;Mujeres;2015T2;46,34
03 Asturias, Principado de;Total;Mujeres;2015T1;45,62
03 Asturias, Principado de;Total;Mujeres;2014T4;46,84
03 Asturias, Principado de;Total;Mujeres;2014T3;47,97
03 Asturias, Principado de;Total;Mujeres;2014T2;46,98
03 Asturias, Principado de;Total;Mujeres;2014T1;47,24
03 Asturias, Principado de;Total;Mujeres;2013T4;46,92
03 Asturias, Principado de;Total;Mujeres;2013T3;47,34
03 Asturias, Principado de;Total;Mujeres;2013T2;46,53
03 Asturias, Principado de;Total;Mujeres;2013T1;47,46
03 Asturias, Principado de;Total;Mujeres;2012T4;46,71
03 Asturias, Principado de;Total;Mujeres;2012T3;47,21
03 Asturias, Principado de;Total;Mujeres;2012T2;46,54
03 Asturias, Principado de;Total;Mujeres;2012T1;45,06
03 Asturias, Principado de;Total;Mujeres;2011T4;45,8
03 Asturias, Principado de;Total;Mujeres;2011T3;46,03
03 Asturias, Principado de;Total;Mujeres;2011T2;46,73
03 Asturias, Principado de;Total;Mujeres;2011T1;45,86
03 Asturias, Principado de;Total;Mujeres;2010T4;45,72
03 Asturias, Principado de;Total;Mujeres;2010T3;45,37
03 Asturias, Principado de;Total;Mujeres;2010T2;45,34
03 Asturias, Principado de;Total;Mujeres;2010T1;45,51
03 Asturias, Principado de;Total;Mujeres;2009T4;44,98
03 Asturias, Principado de;Total;Mujeres;2009T3;45,55
03 Asturias, Principado de;Total;Mujeres;2009T2;45,58
03 Asturias, Principado de;Total;Mujeres;2009T1;45,26
03 Asturias, Principado de;Total;Mujeres;2008T4;45,65
03 Asturias, Principado de;Total;Mujeres;2008T3;45,98
03 Asturias, Principado de;Total;Mujeres;2008T2;44,97
03 Asturias, Principado de;Total;Mujeres;2008T1;44,4
03 Asturias, Principado de;Total;Mujeres;2007T4;42,63
03 Asturias, Principado de;Total;Mujeres;2007T3;42,43
03 Asturias, Principado de;Total;Mujeres;2007T2;42,64
03 Asturias, Principado de;Total;Mujeres;2007T1;42,22
03 Asturias, Principado de;Total;Mujeres;2006T4;41,52
03 Asturias, Principado de;Total;Mujeres;2006T3;41,57
03 Asturias, Principado de;Total;Mujeres;2006T2;40,39
03 Asturias, Principado de;Total;Mujeres;2006T1;40,56
03 Asturias, Principado de;Total;Mujeres;2005T4;39,08
03 Asturias, Principado de;Total;Mujeres;2005T3;38,65
03 Asturias, Principado de;Total;Mujeres;2005T2;37,55
03 Asturias, Principado de;Total;Mujeres;2005T1;37,84
03 Asturias, Principado de;Total;Mujeres;2004T4;36,11
03 Asturias, Principado de;Total;Mujeres;2004T3;35,93
03 Asturias, Principado de;Total;Mujeres;2004T2;36,11
03 Asturias, Principado de;Total;Mujeres;2004T1;37,36
03 Asturias, Principado de;Total;Mujeres;2003T4;37,02
03 Asturias, Principado de;Total;Mujeres;2003T3;37,04
03 Asturias, Principado de;Total;Mujeres;2003T2;35,11
03 Asturias, Principado de;Total;Mujeres;2003T1;34,87
03 Asturias, Principado de;Total;Mujeres;2002T4;34,09
03 Asturias, Principado de;Total;Mujeres;2002T3;33,16
03 Asturias, Principado de;Total;Mujeres;2002T2;32,93
03 Asturias, Principado de;Total;Mujeres;2002T1;32
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2023T2;70,81
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2023T1;70,02
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2022T4;70,93
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2022T3;70,27
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2022T2;68,82
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2022T1;70,1
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2021T4;70,4
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2021T3;71,69
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2021T2;71,22
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2021T1;70,56
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2020T4;69,98
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2020T3;69,85
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2020T2;67,95
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2020T1;70,88
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2019T4;70,53
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2019T3;70,29
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2019T2;69,53
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2019T1;70,24
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2018T4;69,24
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2018T3;70,08
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2018T2;69,72
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2018T1;69,94
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2017T4;69,5
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2017T3;69,67
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2017T2;69,96
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2017T1;69,6
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2016T4;69,71
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2016T3;71,43
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2016T2;70,86
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2016T1;69,86
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2015T4;70,36
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2015T3;69,74
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2015T2;68,55
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2015T1;67,98
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2014T4;69,92
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2014T3;70,52
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2014T2;69,33
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2014T1;69,73
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2013T4;69,93
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2013T3;70,25
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2013T2;68,98
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2013T1;70,64
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2012T4;69,66
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2012T3;70,24
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2012T2;69,97
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2012T1;67,99
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2011T4;68,51
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2011T3;68,62
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2011T2;69,15
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2011T1;68
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2010T4;67,95
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2010T3;68,55
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2010T2;68,32
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2010T1;68,26
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2009T4;67,76
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2009T3;68,28
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2009T2;68,12
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2009T1;68,26
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2008T4;68,51
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2008T3;69,67
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2008T2;68,78
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2008T1;67,61
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2007T4;66,16
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2007T3;66,33
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2007T2;65,91
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2007T1;65,62
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2006T4;65,15
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2006T3;66,03
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2006T2;65,44
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2006T1;64,93
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2005T4;63,99
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2005T3;62,78
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2005T2;62,69
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2005T1;62,79
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2004T4;60,19
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2004T3;60,72
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2004T2;60,65
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2004T1;61,54
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2003T4;61,91
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2003T3;62,06
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2003T2;59,64
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2003T1;59,27
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2002T4;59,01
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2002T3;58,62
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2002T2;57,95
03 Asturias, Principado de;De 16 a 64 años;Ambos sexos;2002T1;56,94
03 Asturias, Principado de;De 16 a 64 años;Hombres;2023T2;72,82
03 Asturias, Principado de;De 16 a 64 años;Hombres;2023T1;71,69
03 Asturias, Principado de;De 16 a 64 años;Hombres;2022T4;74,16
03 Asturias, Principado de;De 16 a 64 años;Hombres;2022T3;73,36
03 Asturias, Principado de;De 16 a 64 años;Hombres;2022T2;73,13
03 Asturias, Principado de;De 16 a 64 años;Hombres;2022T1;74,47
03 Asturias, Principado de;De 16 a 64 años;Hombres;2021T4;74,83
03 Asturias, Principado de;De 16 a 64 años;Hombres;2021T3;75,46
03 Asturias, Principado de;De 16 a 64 años;Hombres;2021T2;74,4
03 Asturias, Principado de;De 16 a 64 años;Hombres;2021T1;73,52
03 Asturias, Principado de;De 16 a 64 años;Hombres;2020T4;72,99
03 Asturias, Principado de;De 16 a 64 años;Hombres;2020T3;72,95
03 Asturias, Principado de;De 16 a 64 años;Hombres;2020T2;70,65
03 Asturias, Principado de;De 16 a 64 años;Hombres;2020T1;73,17
03 Asturias, Principado de;De 16 a 64 años;Hombres;2019T4;73,22
03 Asturias, Principado de;De 16 a 64 años;Hombres;2019T3;73,45
03 Asturias, Principado de;De 16 a 64 años;Hombres;2019T2;71,89
03 Asturias, Principado de;De 16 a 64 años;Hombres;2019T1;72,95
03 Asturias, Principado de;De 16 a 64 años;Hombres;2018T4;71,48
03 Asturias, Principado de;De 16 a 64 años;Hombres;2018T3;73,74
03 Asturias, Principado de;De 16 a 64 años;Hombres;2018T2;72,52
03 Asturias, Principado de;De 16 a 64 años;Hombres;2018T1;72,57
03 Asturias, Principado de;De 16 a 64 años;Hombres;2017T4;72,3
03 Asturias, Principado de;De 16 a 64 años;Hombres;2017T3;73,45
03 Asturias, Principado de;De 16 a 64 años;Hombres;2017T2;73,54
03 Asturias, Principado de;De 16 a 64 años;Hombres;2017T1;73,21
03 Asturias, Principado de;De 16 a 64 años;Hombres;2016T4;73,26
03 Asturias, Principado de;De 16 a 64 años;Hombres;2016T3;75,47
03 Asturias, Principado de;De 16 a 64 años;Hombres;2016T2;74,15
03 Asturias, Principado de;De 16 a 64 años;Hombres;2016T1;72,51
03 Asturias, Principado de;De 16 a 64 años;Hombres;2015T4;72,48
03 Asturias, Principado de;De 16 a 64 años;Hombres;2015T3;72,82
03 Asturias, Principado de;De 16 a 64 años;Hombres;2015T2;71,62
03 Asturias, Principado de;De 16 a 64 años;Hombres;2015T1;71,6
03 Asturias, Principado de;De 16 a 64 años;Hombres;2014T4;73,74
03 Asturias, Principado de;De 16 a 64 años;Hombres;2014T3;73,5
03 Asturias, Principado de;De 16 a 64 años;Hombres;2014T2;72,62
03 Asturias, Principado de;De 16 a 64 años;Hombres;2014T1;73,44
03 Asturias, Principado de;De 16 a 64 años;Hombres;2013T4;74,53
03 Asturias, Principado de;De 16 a 64 años;Hombres;2013T3;74,83
03 Asturias, Principado de;De 16 a 64 años;Hombres;2013T2;73,4
03 Asturias, Principado de;De 16 a 64 años;Hombres;2013T1;75,58
03 Asturias, Principado de;De 16 a 64 años;Hombres;2012T4;74,69
03 Asturias, Principado de;De 16 a 64 años;Hombres;2012T3;75,1
03 Asturias, Principado de;De 16 a 64 años;Hombres;2012T2;75,6
03 Asturias, Principado de;De 16 a 64 años;Hombres;2012T1;73,97
03 Asturias, Principado de;De 16 a 64 años;Hombres;2011T4;74,14
03 Asturias, Principado de;De 16 a 64 años;Hombres;2011T3;73,86
03 Asturias, Principado de;De 16 a 64 años;Hombres;2011T2;74,05
03 Asturias, Principado de;De 16 a 64 años;Hombres;2011T1;73,14
03 Asturias, Principado de;De 16 a 64 años;Hombres;2010T4;73,33
03 Asturias, Principado de;De 16 a 64 años;Hombres;2010T3;74,69
03 Asturias, Principado de;De 16 a 64 años;Hombres;2010T2;74,35
03 Asturias, Principado de;De 16 a 64 años;Hombres;2010T1;74,2
03 Asturias, Principado de;De 16 a 64 años;Hombres;2009T4;73,91
03 Asturias, Principado de;De 16 a 64 años;Hombres;2009T3;74,27
03 Asturias, Principado de;De 16 a 64 años;Hombres;2009T2;74,16
03 Asturias, Principado de;De 16 a 64 años;Hombres;2009T1;74,87
03 Asturias, Principado de;De 16 a 64 años;Hombres;2008T4;74,86
03 Asturias, Principado de;De 16 a 64 años;Hombres;2008T3;77,06
03 Asturias, Principado de;De 16 a 64 años;Hombres;2008T2;76,57
03 Asturias, Principado de;De 16 a 64 años;Hombres;2008T1;74,88
03 Asturias, Principado de;De 16 a 64 años;Hombres;2007T4;74,33
03 Asturias, Principado de;De 16 a 64 años;Hombres;2007T3;75,15
03 Asturias, Principado de;De 16 a 64 años;Hombres;2007T2;74
03 Asturias, Principado de;De 16 a 64 años;Hombres;2007T1;73,84
03 Asturias, Principado de;De 16 a 64 años;Hombres;2006T4;73,94
03 Asturias, Principado de;De 16 a 64 años;Hombres;2006T3;75,58
03 Asturias, Principado de;De 16 a 64 años;Hombres;2006T2;76,15
03 Asturias, Principado de;De 16 a 64 años;Hombres;2006T1;74,7
03 Asturias, Principado de;De 16 a 64 años;Hombres;2005T4;74,98
03 Asturias, Principado de;De 16 a 64 años;Hombres;2005T3;73,39
03 Asturias, Principado de;De 16 a 64 años;Hombres;2005T2;74,26
03 Asturias, Principado de;De 16 a 64 años;Hombres;2005T1;74,16
03 Asturias, Principado de;De 16 a 64 años;Hombres;2004T4;71,24
03 Asturias, Principado de;De 16 a 64 años;Hombres;2004T3;72,49
03 Asturias, Principado de;De 16 a 64 años;Hombres;2004T2;72,35
03 Asturias, Principado de;De 16 a 64 años;Hombres;2004T1;72,4
03 Asturias, Principado de;De 16 a 64 años;Hombres;2003T4;73,38
03 Asturias, Principado de;De 16 a 64 años;Hombres;2003T3;73,62
03 Asturias, Principado de;De 16 a 64 años;Hombres;2003T2;71,42
03 Asturias, Principado de;De 16 a 64 años;Hombres;2003T1;71,06
03 Asturias, Principado de;De 16 a 64 años;Hombres;2002T4;71,53
03 Asturias, Principado de;De 16 a 64 años;Hombres;2002T3;71,97
03 Asturias, Principado de;De 16 a 64 años;Hombres;2002T2;71,04
03 Asturias, Principado de;De 16 a 64 años;Hombres;2002T1;70,27
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2023T2;68,84
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2023T1;68,38
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2022T4;67,77
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2022T3;67,25
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2022T2;64,63
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2022T1;65,83
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2021T4;66,07
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2021T3;67,98
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2021T2;68,11
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2021T1;67,67
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2020T4;67,04
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2020T3;66,83
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2020T2;65,31
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2020T1;68,63
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2019T4;67,9
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2019T3;67,2
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2019T2;67,22
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2019T1;67,58
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2018T4;67,04
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2018T3;66,48
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2018T2;66,98
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2018T1;67,37
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2017T4;66,76
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2017T3;65,95
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2017T2;66,44
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2017T1;66,06
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2016T4;66,22
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2016T3;67,46
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2016T2;67,64
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2016T1;67,26
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2015T4;68,29
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2015T3;66,72
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2015T2;65,52
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2015T1;64,43
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2014T4;66,16
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2014T3;67,58
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2014T2;66,09
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2014T1;66,08
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2013T4;65,4
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2013T3;65,73
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2013T2;64,62
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2013T1;65,76
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2012T4;64,7
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2012T3;65,43
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2012T2;64,4
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2012T1;62,07
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2011T4;62,94
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2011T3;63,45
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2011T2;64,3
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2011T1;62,91
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2010T4;62,62
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2010T3;62,47
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2010T2;62,34
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2010T1;62,39
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2009T4;61,66
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2009T3;62,36
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2009T2;62,13
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2009T1;61,73
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2008T4;62,22
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2008T3;62,36
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2008T2;61,08
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2008T1;60,42
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2007T4;58,09
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2007T3;57,62
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2007T2;57,94
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2007T1;57,52
03 Asturias, Principado de;De 16 a 64 años;Mujeres;2006T4;56,49
