Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2010;2.252
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2009;2.245
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2008;2.255
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2007;2.239
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2006;2.245
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2005;2.262
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2004;2.267
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2003;2.230
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2002;2.258
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2001;2.261
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;2000;2.287
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;1999;2.307
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;1998;2.317
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;1997;2.355
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;1996;2.389
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;1995;2.397
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Total;1994;2.426
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2019;2.171
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2018;2.181
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2017;2.205
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2016;2.206
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2015;2.205
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2014;2.186
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2013;2.197
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2012;2.187
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2011;2.192
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2010;2.198
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2009;2.181
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2008;2.183
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2007;2.185
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2006;2.194
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2005;2.169
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2004;2.196
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2003;2.143
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2002;2.161
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2001;2.102
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;2000;2.059
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;1999;2.141
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;1998;2.147
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;1997;2.110
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;1996;1.980
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;1995;1.669
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Con taxímetro;1994;1.459
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2019;28
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2018;27
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2017;34
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2016;37
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2015;39
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2014;54
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2013;55
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2012;58
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2011;45
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2010;54
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2009;64
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2008;72
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2007;54
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2006;51
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2005;93
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2004;71
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2003;87
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2002;97
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2001;159
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;2000;228
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;1999;166
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;1998;170
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;1997;245
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;1996;409
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;1995;728
TOTAL ESPAÑA;PAÍS VASCO;;Provincia;Sin taxímetro;1994;967
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2019;1.245
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2018;1.246
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2017;1.270
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2016;1.272
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2015;1.270
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2014;1.270
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2013;1.275
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2012;1.274
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2011;1.276
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2010;1.276
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2009;1.273
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2008;1.272
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2007;1.255
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2006;1.250
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2005;1.249
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2004;1.254
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2003;1.206
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2002;1.234
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2001;1.236
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;2000;1.239
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;1999;1.237
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;1998;1.235
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;1997;1.239
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;1996;1.257
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;1995;1.257
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Total;1994;1.258
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2019;1.245
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2018;1.246
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2017;1.270
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2016;1.272
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2015;1.270
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2014;1.270
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2013;1.275
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2012;1.274
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2011;1.276
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2010;1.276
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2009;1.273
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2008;1.272
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2007;1.255
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2006;1.250
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2005;1.249
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2004;1.254
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2003;1.206
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2002;1.234
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2001;1.236
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;2000;1.239
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;1999;1.237
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;1998;1.235
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;1997;1.239
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;1996;1.233
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;1995;1.233
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Con taxímetro;1994;1.234
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2007;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2006;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2005;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2004;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2003;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2002;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2001;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;2000;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;1999;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;1998;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;1997;0
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;1996;24
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;1995;24
TOTAL ESPAÑA;PAÍS VASCO;;Capital de Provincia;Sin taxímetro;1994;24
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2019;243
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2018;239
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2017;235
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2016;240
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2015;238
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2014;238
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2013;245
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2012;244
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2011;249
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2010;249
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2009;244
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2008;243
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2007;227
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2006;220
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2005;226
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2004;228
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2003;180
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2002;205
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2001;201
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;2000;205
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;1999;203
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;1998;201
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;1997;218
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;1996;212
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;1995;216
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Total;1994;214
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2019;243
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2018;239
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2017;235
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2016;240
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2015;238
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2014;238
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2013;245
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2012;244
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2011;249
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2010;249
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2009;244
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2008;243
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2007;227
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2006;220
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2005;226
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2004;228
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2003;180
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2002;205
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2001;201
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;2000;205
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;1999;203
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;1998;201
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;1997;218
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;1996;191
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;1995;185
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Con taxímetro;1994;162
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2007;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2006;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2005;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2004;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2003;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2002;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2001;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;2000;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;1999;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;1998;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;1997;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;1996;21
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;1995;31
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Provincia;Sin taxímetro;1994;52
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2019;194
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2018;191
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2017;188
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2016;190
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2015;188
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2014;188
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2013;193
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2012;192
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2011;194
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2010;194
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2009;191
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2008;190
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2007;173
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2006;168
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2005;167
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2004;172
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2003;124
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2002;152
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2001;154
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;2000;157
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;1999;155
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;1998;154
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;1997;158
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;1996;157
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;1995;157
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Total;1994;157
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2019;194
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2018;191
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2017;188
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2016;190
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2015;188
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2014;188
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2013;193
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2012;192
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2011;194
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2010;194
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2009;191
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2008;190
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2007;173
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2006;168
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2005;167
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2004;172
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2003;124
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2002;152
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2001;154
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;2000;157
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;1999;155
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;1998;154
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;1997;158
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;1996;157
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;1995;157
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Con taxímetro;1994;157
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2007;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2006;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2005;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2004;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2003;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2002;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2001;0
TOTAL ESPAÑA;PAÍS VASCO;Araba/Álava;Capital de Provincia;Sin taxímetro;2000;0
